2.934734150767326355e-02,2.934734150767326355e-02,3.075851127505302429e-02,3.122099302709102631e-02,3.114399313926696777e-02,3.123052231967449188e-02,3.117160126566886902e-02,3.121849521994590759e-02,3.116461448371410370e-02,3.124292753636837006e-02,3.117285482585430145e-02,3.122572600841522217e-02,3.118358924984931946e-02,3.127395361661911011e-02,3.121656365692615509e-02,3.128477185964584351e-02,3.124724142253398895e-02,3.135605901479721069e-02,3.131689876317977905e-02,3.142080456018447876e-02,3.139340877532958984e-02,3.149553015828132629e-02,3.145098686218261719e-02,3.150742501020431519e-02,3.145773708820343018e-02,3.152899444103240967e-02,3.141557052731513977e-02,3.145507350564002991e-02,3.139702975749969482e-02,3.154895827174186707e-02,3.160410746932029724e-02,3.182234615087509155e-02,3.197586908936500549e-02,3.219728544354438782e-02,3.208368644118309021e-02,3.225228935480117798e-02,3.224785998463630676e-02,3.264410421252250671e-02,3.264410421252250671e-02,3.281863778829574585e-02,3.302364796400070190e-02,3.310133144259452820e-02,3.335418179631233215e-02,3.325387090444564819e-02,3.330581262707710266e-02,3.324217349290847778e-02,3.325396403670310974e-02,3.316938877105712891e-02,3.333419561386108398e-02,3.331035375595092773e-02,3.340771421790122986e-02,3.326273337006568909e-02,3.313710913062095642e-02,3.290330618619918823e-02,3.286766260862350464e-02,3.277262672781944275e-02,3.285723552107810974e-02,3.273935243487358093e-02,3.274020552635192871e-02,3.244118764996528625e-02,3.219795972108840942e-02,3.181131929159164429e-02,3.153922036290168762e-02,3.115732595324516296e-02,3.092071972787380219e-02,3.066618740558624268e-02,3.063423559069633484e-02,3.052623197436332703e-02,3.057639487087726593e-02,3.056395798921585083e-02,3.064394928514957428e-02,3.058802895247936249e-02,3.017399087548255920e-02,3.001509793102741241e-02
2.934734150767326355e-02,2.934734150767326355e-02,3.075851127505302429e-02,3.122099302709102631e-02,3.114399313926696777e-02,3.123052231967449188e-02,3.117160126566886902e-02,3.121849521994590759e-02,3.116461448371410370e-02,3.124292753636837006e-02,3.117285482585430145e-02,3.122572600841522217e-02,3.118358924984931946e-02,3.127395361661911011e-02,3.121656365692615509e-02,3.128477185964584351e-02,3.124724142253398895e-02,3.135605901479721069e-02,3.131689876317977905e-02,3.142080456018447876e-02,3.139340877532958984e-02,3.149553015828132629e-02,3.145098686218261719e-02,3.150742501020431519e-02,3.145773708820343018e-02,3.152899444103240967e-02,3.141557052731513977e-02,3.145507350564002991e-02,3.139702975749969482e-02,3.154895827174186707e-02,3.160410746932029724e-02,3.182234615087509155e-02,3.197586908936500549e-02,3.219728544354438782e-02,3.208368644118309021e-02,3.225228935480117798e-02,3.224785998463630676e-02,3.264410421252250671e-02,3.264410421252250671e-02,3.281863778829574585e-02,3.302364796400070190e-02,3.310133144259452820e-02,3.335418179631233215e-02,3.325387090444564819e-02,3.330581262707710266e-02,3.324217349290847778e-02,3.325396403670310974e-02,3.316938877105712891e-02,3.333419561386108398e-02,3.331035375595092773e-02,3.340771421790122986e-02,3.326273337006568909e-02,3.313710913062095642e-02,3.290330618619918823e-02,3.286766260862350464e-02,3.277262672781944275e-02,3.285723552107810974e-02,3.273935243487358093e-02,3.274020552635192871e-02,3.244118764996528625e-02,3.219795972108840942e-02,3.181131929159164429e-02,3.153922036290168762e-02,3.115732595324516296e-02,3.092071972787380219e-02,3.066618740558624268e-02,3.063423559069633484e-02,3.052623197436332703e-02,3.057639487087726593e-02,3.056395798921585083e-02,3.064394928514957428e-02,3.058802895247936249e-02,3.017399087548255920e-02,3.001509793102741241e-02
3.000797145068645477e-02,3.000797145068645477e-02,3.037444874644279480e-02,3.120055608451366425e-02,3.116627596318721771e-02,3.129047527909278870e-02,3.119554743170738220e-02,3.129407763481140137e-02,3.118739090859889984e-02,3.131887316703796387e-02,3.121859580278396606e-02,3.133988007903099060e-02,3.125362470746040344e-02,3.138002008199691772e-02,3.130534663796424866e-02,3.144573792815208435e-02,3.138706460595130920e-02,3.158569335937500000e-02,3.154731541872024536e-02,3.172709047794342041e-02,3.162822499871253967e-02,3.181238844990730286e-02,3.175583481788635254e-02,3.189443051815032959e-02,3.181375190615653992e-02,3.189901635050773621e-02,3.178184479475021362e-02,3.186738118529319763e-02,3.188189864158630371e-02,3.218578547239303589e-02,3.228907659649848938e-02,3.250622376799583435e-02,3.251789137721061707e-02,3.248776867985725403e-02,3.237691894173622131e-02,3.251775354146957397e-02,3.267676755785942078e-02,3.303895145654678345e-02,3.303895145654678345e-02,3.325546160340309143e-02,3.322053700685501099e-02,3.345590084791183472e-02,3.388267010450363159e-02,3.416812047362327576e-02,3.428193181753158569e-02,3.401258960366249084e-02,3.380499780178070068e-02,3.367516025900840759e-02,3.384355083107948303e-02,3.379759192466735840e-02,3.395182266831398010e-02,3.391585126519203186e-02,3.387416899204254150e-02,3.378573432564735413e-02,3.370608389377593994e-02,3.343745693564414978e-02,3.338581323623657227e-02,3.315510600805282593e-02,3.314250335097312927e-02,3.290373459458351135e-02,3.268912807106971741e-02,3.227011859416961670e-02,3.195931389927864075e-02,3.140616789460182190e-02,3.104808181524276733e-02,3.062272630631923676e-02,3.048763237893581390e-02,3.025531768798828125e-02,3.030758164823055267e-02,3.023574315011501312e-02,3.033827617764472961e-02,3.021674230694770813e-02,2.998972497880458832e-02,2.941677533090114594e-02
2.987136691808700562e-02,2.987136691808700562e-02,3.026872128248214722e-02,3.130815550684928894e-02,3.131101280450820923e-02,3.148022666573524475e-02,3.137420862913131714e-02,3.150946646928787231e-02,3.140715509653091431e-02,3.155784681439399719e-02,3.144207969307899475e-02,3.159489855170249939e-02,3.151196613907814026e-02,3.168753162026405334e-02,3.165337815880775452e-02,3.187774494290351868e-02,3.194120898842811584e-02,3.219837695360183716e-02,3.221858665347099304e-02,3.232073783874511719e-02,3.232498094439506531e-02,3.249261528253555298e-02,3.251024708151817322e-02,3.256986662745475769e-02,3.251051157712936401e-02,3.265289217233657837e-02,3.249425441026687622e-02,3.260628879070281982e-02,3.254191204905509949e-02,3.281704708933830261e-02,3.290758281946182251e-02,3.316300734877586365e-02,3.328735008835792542e-02,3.322874009609222412e-02,3.299877420067787170e-02,3.341768682003021240e-02,3.381185233592987061e-02,3.454783931374549866e-02,3.454783931374549866e-02,3.445501625537872314e-02,3.376976400613784790e-02,3.386586531996726990e-02,3.397354111075401306e-02,3.400889411568641663e-02,3.455112501978874207e-02,3.448950499296188354e-02,3.402378410100936890e-02,3.387638181447982788e-02,3.394155949354171753e-02,3.394765406847000122e-02,3.407794609665870667e-02,3.406119719147682190e-02,3.405577689409255981e-02,3.408520668745040894e-02,3.389605507254600525e-02,3.353306651115417480e-02,3.319612517952919006e-02,3.298875316977500916e-02,3.297822549939155579e-02,3.285974264144897461e-02,3.291085362434387207e-02,3.283721581101417542e-02,3.262271732091903687e-02,3.218765929341316223e-02,3.188336640596389771e-02,3.120583482086658478e-02,3.091088496148586273e-02,3.046084381639957428e-02,3.030318580567836761e-02,3.011809848248958588e-02,3.020930849015712738e-02,3.012141585350036621e-02,2.993057854473590851e-02,2.915187366306781769e-02
3.003518655896186829e-02,3.003518655896186829e-02,3.045429289340972900e-02,3.161569684743881226e-02,3.157371282577514648e-02,3.175898641347885132e-02,3.160205855965614319e-02,3.171819448471069336e-02,3.157559782266616821e-02,3.173481300473213196e-02,3.168296813964843750e-02,3.185082226991653442e-02,3.180817887187004089e-02,3.203143551945686340e-02,3.208429366350173950e-02,3.231187537312507629e-02,3.214459866285324097e-02,3.221560642123222351e-02,3.221827745437622070e-02,3.224839270114898682e-02,3.224020823836326599e-02,3.236714377999305725e-02,3.235362097620964050e-02,3.228583931922912598e-02,3.221066668629646301e-02,3.233201056718826294e-02,3.226077929139137268e-02,3.239293396472930908e-02,3.249903395771980286e-02,3.265265375375747681e-02,3.251439332962036133e-02,3.268026560544967651e-02,3.311913087964057922e-02,3.318745642900466919e-02,3.282022848725318909e-02,3.284490481019020081e-02,3.180912137031555176e-02,2.960024401545524597e-02,2.960024401545524597e-02,2.861572243273258209e-02,3.043754771351814270e-02,3.258098289370536804e-02,3.305118903517723083e-02,3.309253230690956116e-02,3.403104096651077271e-02,3.516961261630058289e-02,3.495773300528526306e-02,3.447896987199783325e-02,3.434868901968002319e-02,3.424300253391265869e-02,3.442291915416717529e-02,3.456102311611175537e-02,3.453319147229194641e-02,3.405185416340827942e-02,3.365432843565940857e-02,3.303835541009902954e-02,3.208646923303604126e-02,3.194957599043846130e-02,3.231571987271308899e-02,3.213975206017494202e-02,3.138354048132896423e-02,3.135703876614570618e-02,3.099619783461093903e-02,3.089888393878936768e-02,3.143864870071411133e-02,3.137701004743576050e-02,3.112335689365863800e-02,3.068069741129875183e-02,3.033193945884704590e-02,3.000902011990547180e-02,2.997708506882190704e-02,2.999875694513320923e-02,2.992841787636280060e-02,2.923948131501674652e-02
2.986089885234832764e-02,2.986089885234832764e-02,3.037767857313156128e-02,3.140119835734367371e-02,3.147511556744575500e-02,3.164942562580108643e-02,3.156007081270217896e-02,3.169110044836997986e-02,3.164230659604072571e-02,3.185006231069564819e-02,3.179553151130676270e-02,3.193992376327514648e-02,3.182325512170791626e-02,3.198722749948501587e-02,3.207287192344665527e-02,3.232830017805099487e-02,3.207593783736228943e-02,3.223725408315658569e-02,3.198236227035522461e-02,3.216848522424697876e-02,3.238095715641975403e-02,3.286587446928024292e-02,3.299851715564727783e-02,3.318902105093002319e-02,3.293049335479736328e-02,3.295344114303588867e-02,3.270152956247329712e-02,3.244729712605476379e-02,3.236091881990432739e-02,3.189310058951377869e-02,3.138713166117668152e-02,3.144593536853790283e-02,3.265492990612983704e-02,3.369186446070671082e-02,3.386460989713668823e-02,3.483461216092109680e-02,3.340391442179679871e-02,3.288649022579193115e-02,3.288649022579193115e-02,3.204218298196792603e-02,3.296701982617378235e-02,3.390891849994659424e-02,3.438477218151092529e-02,3.505090996623039246e-02,3.430103510618209839e-02,3.518166393041610718e-02,3.522912412881851196e-02,3.535704687237739563e-02,3.536963462829589844e-02,3.496702015399932861e-02,3.526673838496208191e-02,3.463346511125564575e-02,3.432537242770195007e-02,3.380659595131874084e-02,3.326444327831268311e-02,3.340541943907737732e-02,3.320636600255966187e-02,3.338042274117469788e-02,3.504891693592071533e-02,3.438721969723701477e-02,3.393342345952987671e-02,3.325587138533592224e-02,3.241069242358207703e-02,3.210980445146560669e-02,3.136216476559638977e-02,3.090472146868705750e-02,3.096090070903301239e-02,3.075717203319072723e-02,3.038167580962181091e-02,2.982603944838047028e-02,2.974409796297550201e-02,2.970367297530174255e-02,2.966374158859252930e-02,2.913330681622028351e-02
2.997899986803531647e-02,2.997899986803531647e-02,3.029969707131385803e-02,3.150178119540214539e-02,3.157671913504600525e-02,3.175815567374229431e-02,3.166930377483367920e-02,3.178586065769195557e-02,3.173623979091644287e-02,3.186476603150367737e-02,3.157990425825119019e-02,3.148145973682403564e-02,3.118737973272800446e-02,3.147815167903900146e-02,3.163526207208633423e-02,3.191601112484931946e-02,3.213525190949440002e-02,3.290123865008354187e-02,3.292166069149971008e-02,3.357859328389167786e-02,3.368077799677848816e-02,3.412964940071105957e-02,3.412319719791412354e-02,3.418323397636413574e-02,3.374693542718887329e-02,3.373022377490997314e-02,3.360623121261596680e-02,3.330520913004875183e-02,3.370530158281326294e-02,3.375202417373657227e-02,3.477813675999641418e-02,3.570741415023803711e-02,3.630387037992477417e-02,3.559755533933639526e-02,3.557103127241134644e-02,3.493408113718032837e-02,3.291214257478713989e-02,3.532238304615020752e-02,3.532238304615020752e-02,3.570457175374031067e-02,3.476626798510551453e-02,3.464420884847640991e-02,3.480436652898788452e-02,3.527482599020004272e-02,3.429352864623069763e-02,3.558454290032386780e-02,3.631493449211120605e-02,3.568686917424201965e-02,3.649110719561576843e-02,3.704424574971199036e-02,3.675413504242897034e-02,3.518100827932357788e-02,3.520214557647705078e-02,3.458603098988533020e-02,3.416691720485687256e-02,3.231683745980262756e-02,3.507741913199424744e-02,3.268608450889587402e-02,3.407729417085647583e-02,3.459681198000907898e-02,3.484757617115974426e-02,3.468044847249984741e-02,3.326369822025299072e-02,3.294545039534568787e-02,3.279776126146316528e-02,3.167222440242767334e-02,3.122350759804248810e-02,3.061993978917598724e-02,3.042802587151527405e-02,2.979189716279506683e-02,2.952041476964950562e-02,2.951531857252120972e-02,2.952314168214797974e-02,2.909265086054801941e-02
2.981315180659294128e-02,2.981315180659294128e-02,3.023838624358177185e-02,3.139605000615119934e-02,3.152139112353324890e-02,3.170821443200111389e-02,3.162793815135955811e-02,3.174179792404174805e-02,3.169056773185729980e-02,3.162103518843650818e-02,3.123564831912517548e-02,3.093837201595306396e-02,3.144700452685356140e-02,3.224202618002891541e-02,3.264132514595985413e-02,3.327275812625885010e-02,3.349457681179046631e-02,3.381339460611343384e-02,3.343077003955841064e-02,3.380325436592102051e-02,3.380488604307174683e-02,3.450154513120651245e-02,3.429388627409934998e-02,3.410986065864562988e-02,3.360656276345252991e-02,3.376709669828414917e-02,3.377857431769371033e-02,3.338187932968139648e-02,3.384897485375404358e-02,3.431221470236778259e-02,3.575541824102401733e-02,3.593704104423522949e-02,3.546105697751045227e-02,3.477069362998008728e-02,3.559409081935882568e-02,3.403375670313835144e-02,3.160260617733001709e-02,3.306896612048149109e-02,3.306896612048149109e-02,3.504797443747520447e-02,3.657506778836250305e-02,3.647537529468536377e-02,3.645576909184455872e-02,3.618942573666572571e-02,3.487382084131240845e-02,3.434633091092109680e-02,3.410959616303443909e-02,3.367434442043304443e-02,3.510880842804908752e-02,3.584310412406921387e-02,3.616898879408836365e-02,3.525610640645027161e-02,3.477188199758529663e-02,3.440505638718605042e-02,3.322128951549530029e-02,3.534373641014099121e-02,3.514681383967399597e-02,3.647265210747718811e-02,3.675343468785285950e-02,3.698028624057769775e-02,3.689764812588691711e-02,3.583233803510665894e-02,3.484712913632392883e-02,3.278922289609909058e-02,3.303488343954086304e-02,3.224082663655281067e-02,3.159266710281372070e-02,3.069035522639751434e-02,3.044660761952400208e-02,2.999116480350494385e-02,2.963796630501747131e-02,2.942785620689392090e-02,2.929626218974590302e-02,2.894458733499050140e-02
2.992912009358406067e-02,2.992912009358406067e-02,3.025570139288902283e-02,3.160033375024795532e-02,3.170080482959747314e-02,3.183451667428016663e-02,3.168172016739845276e-02,3.169772028923034668e-02,3.157609701156616211e-02,3.165699169039726257e-02,3.114394284784793854e-02,3.183070197701454163e-02,3.235715255141258240e-02,3.268822655081748962e-02,3.280868381261825562e-02,3.298303112387657166e-02,3.249836713075637817e-02,3.232920914888381958e-02,3.243680298328399658e-02,3.325009346008300781e-02,3.359662741422653198e-02,3.444669023156166077e-02,3.426781669259071350e-02,3.408417105674743652e-02,3.369186446070671082e-02,3.387862816452980042e-02,3.411085531115531921e-02,3.391425684094429016e-02,3.416326642036437988e-02,3.652105107903480530e-02,3.609398752450942993e-02,3.583062812685966492e-02,3.554664552211761475e-02,3.511500358581542969e-02,3.501021116971969604e-02,3.452365472912788391e-02,3.420991078019142151e-02,3.468725830316543579e-02,3.468725830316543579e-02,3.639255464076995850e-02,3.648455068469047546e-02,3.626955673098564148e-02,3.664316236972808838e-02,3.622052446007728577e-02,3.611849993467330933e-02,3.556676954030990601e-02,3.622034937143325806e-02,3.694364055991172791e-02,3.749590739607810974e-02,3.748397529125213623e-02,3.745652362704277039e-02,3.707570210099220276e-02,3.690031170845031738e-02,3.534943610429763794e-02,3.371730819344520569e-02,3.625183552503585815e-02,3.694412857294082642e-02,3.670248016715049744e-02,3.651516512036323547e-02,3.624949604272842407e-02,3.600224107503890991e-02,3.489797934889793396e-02,3.457781299948692322e-02,3.258341923356056213e-02,3.344318643212318420e-02,3.173181787133216858e-02,3.140540421009063721e-02,3.106513246893882751e-02,3.044849820435047150e-02,3.019323572516441345e-02,2.975057996809482574e-02,2.933939546346664429e-02,2.919925935566425323e-02,2.887519262731075287e-02
2.977166511118412018e-02,2.977166511118412018e-02,3.025484271347522736e-02,3.164285048842430115e-02,3.174461424350738525e-02,3.178894892334938049e-02,3.126790747046470642e-02,3.121852688491344452e-02,3.123882040381431580e-02,3.144159913063049316e-02,3.146926313638687134e-02,3.263887390494346619e-02,3.286011517047882080e-02,3.268913179636001587e-02,3.241240233182907104e-02,3.212566301226615906e-02,3.202520683407783508e-02,3.179137408733367920e-02,3.217946738004684448e-02,3.277720510959625244e-02,3.296313807368278503e-02,3.391984850168228149e-02,3.375654295086860657e-02,3.360713273286819458e-02,3.326162695884704590e-02,3.341900184750556946e-02,3.391519561409950256e-02,3.414984047412872314e-02,3.367585688829421997e-02,3.696902841329574585e-02,3.665255010128021240e-02,3.576936572790145874e-02,3.570952638983726501e-02,3.562865406274795532e-02,3.596383333206176758e-02,3.691852465271949768e-02,3.411900252103805542e-02,3.373989462852478027e-02,3.373989462852478027e-02,3.518442064523696899e-02,3.578843176364898682e-02,3.651766106486320496e-02,3.646778315305709839e-02,3.662890195846557617e-02,3.704178705811500549e-02,3.663735836744308472e-02,3.694873303174972534e-02,3.722306713461875916e-02,3.775907680392265320e-02,3.750768303871154785e-02,3.755627200007438660e-02,3.716850280761718750e-02,3.668313845992088318e-02,3.636080399155616760e-02,3.675482422113418579e-02,3.695964068174362183e-02,3.684040904045104980e-02,3.630667552351951599e-02,3.607002645730972290e-02,3.592063486576080322e-02,3.576192259788513184e-02,3.448268026113510132e-02,3.359317407011985779e-02,3.298009932041168213e-02,3.307699784636497498e-02,3.171776607632637024e-02,3.123131580650806427e-02,3.130665421485900879e-02,3.051956184208393097e-02,3.037910163402557373e-02,3.005145490169525146e-02,2.946530468761920929e-02,2.907096967101097107e-02,2.876199595630168915e-02
